0,0,-0.131858,0.41184,0.065439
0,1,-0.04681033333333335,0.40868233333333337,0.0644573
0,2,0.038237333333333325,0.40552466666666664,0.0634756
0,3,0.123285,0.402367,0.0624939
1,0,-0.1352606666666667,0.32472233333333334,0.06301970000000001
1,1,-0.04984033333333334,0.32209722222222226,0.0616094888888889
1,2,0.03558,0.3194721111111112,0.060199277777777775
1,3,0.12100033333333335,0.316847,0.05878906666666667
2,0,-0.13866333333333333,0.2376046666666667,0.0606004
2,1,-0.05287033333333334,0.23551211111111112,0.058761677777777785
2,2,0.03292266666666667,0.23341955555555555,0.05692295555555556
2,3,0.11871566666666668,0.231327,0.05508423333333333
3,0,-0.142066,0.150487,0.0581811
3,1,-0.055900333333333344,0.14892700000000003,0.05591386666666667
3,2,0.03026533333333333,0.147367,0.05364663333333333
3,3,0.116431,0.145807,0.0513794
