-0.131858,0.44984,0.065439
-0.06807225,0.44747175,0.064702725
-0.0042865,0.4451035,0.06396645
0.05949925,0.44273525,0.063230175
0.123285,0.440367,0.0624939
-0.13441,0.38450175,0.063624525
-0.070414625,0.3824330625,0.0626472125
-0.00641925,0.380364375,0.0616699
0.057576125,0.3782956875,0.0606925875
0.1215715,0.376227,0.059715275
-0.136962,0.3391635,0.06181005
-0.072757,0.337394375,0.0605917
-0.008552,0.33562525,0.05937335
0.055653,0.333856125,0.058155
0.119858,0.332087,0.05693665
-0.139514,0.27382525,0.059995575
-0.075099375,0.2723556875,0.0585361875
-0.01068475,0.270886125,0.0570768
0.053729875,0.2694165625,0.0556174125
0.1181445,0.267947,0.054158025
-0.142066,0.188487,0.0581811
-0.07744175,0.187317,0.056480675
-0.0128175,0.186147,0.05478025
0.05180675,0.184977,0.053079825
0.116431,0.183807,0.0513794
-0.131858,0.44984,0.065439
-0.04681033333333335,0.4466823333333334,0.0644573
0.038237333333333325,0.4435246666666667,0.0634756
0.123285,0.440367,0.0624939
-0.1352606666666667,0.36272233333333335,0.0630197
-0.04984033333333334,0.36009722222222227,0.0616094888888889
0.03558,0.3574721111111112,0.060199277777777775
0.12100033333333335,0.354847,0.05878906666666667
-0.13866333333333333,0.2756046666666667,0.0606004
-0.05287033333333334,0.2735121111111111,0.058761677777777785
0.03292266666666667,0.27141955555555556,0.05692295555555556
0.11871566666666668,0.269327,0.05508423333333333
-0.142066,0.188487,0.0581811
-0.055900333333333344,0.186927,0.05591386666666667
0.03026533333333333,0.185367,0.05364663333333333
0.116431,0.183807,0.0513794
